epoch,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.5355579257011414,6.9562225341796875,0.001024,0.5,14.561676979064941
1,0.5343484878540039,3.4187753200531006,0.001024,0.5,2.229881525039673
2,0.5711334943771362,2.852923631668091,0.001024,0.6957274079322815,2.95587420463562
3,0.6525953412055969,2.4601008892059326,0.001024,0.5,2.663811445236206
4,0.6827330589294434,2.3099899291992188,0.001024,0.5143361687660217,2.371161937713623
5,0.714362621307373,1.556328535079956,0.000512,0.520444929599762,1.8548589944839478
6,0.72569739818573,1.4860262870788574,0.000512,0.5012005567550659,2.2710564136505127
7,0.7338277101516724,1.5047848224639893,0.000512,0.6561793684959412,1.6170713901519775
8,0.7391772866249084,1.458112120628357,0.000512,0.7731285095214844,1.4872252941131592
9,0.7433704137802124,1.558530330657959,0.000512,0.5029661059379578,1.7428545951843262
10,0.748967170715332,1.5468910932540894,0.000512,0.5461158156394958,1.7668302059173584
11,0.7523128390312195,1.525206208229065,0.000512,0.5940678119659424,1.956650733947754
12,0.7648834586143494,1.058356523513794,0.000256,0.6832627058029175,1.1383931636810303
13,0.7655190825462341,1.0258722305297852,0.000256,0.5009533762931824,1.6128246784210205
14,0.7705861330032349,1.0238211154937744,0.000256,0.6982344388961792,1.2439850568771362
