epoch,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.6769205927848816,0.6590955853462219,0.001,0.5,2.3989295959472656
1,0.7402994632720947,0.5351136326789856,0.001,0.6907551884651184,0.5522610545158386
2,0.764941394329071,0.49189111590385437,0.001,0.7260416746139526,0.5241501927375793
3,0.7896810173988342,0.4530123770236969,0.001,0.7369791865348816,0.5193806290626526
4,0.8038411736488342,0.42813408374786377,0.001,0.782031238079071,0.5074668526649475
5,0.8131185173988342,0.4130363464355469,0.001,0.7808593511581421,0.48479995131492615
6,0.8199544548988342,0.39738887548446655,0.001,0.7955729365348816,0.4330158233642578
7,0.8252929449081421,0.38758566975593567,0.001,0.7716146111488342,0.4793758988380432
8,0.8310872316360474,0.37968531250953674,0.001,0.6774739623069763,0.5907108783721924
9,0.835253894329071,0.37314572930336,0.001,0.6951822638511658,0.7897079586982727
10,0.8416340947151184,0.3627910614013672,0.001,0.8095052242279053,0.4181046485900879
11,0.8434244990348816,0.35743433237075806,0.001,0.7686197757720947,0.49313363432884216
12,0.8485351800918579,0.3493308126926422,0.001,0.8041666746139526,0.44733259081840515
13,0.854199230670929,0.3416155278682709,0.001,0.7877604365348816,0.48726505041122437
14,0.857421875,0.33381155133247375,0.001,0.8092448115348816,0.4345676004886627
15,0.86181640625,0.32423123717308044,0.001,0.7962239384651184,0.4424779713153839
16,0.8822265863418579,0.2852303385734558,0.0005,0.8071614503860474,0.4409632086753845
17,0.8912435173988342,0.2654007375240326,0.0005,0.8057291507720947,0.44139358401298523
18,0.8997721076011658,0.24835722148418427,0.0005,0.8114583492279053,0.565011203289032
19,0.9092122316360474,0.22750316560268402,0.0005,0.7718750238418579,0.5327714681625366
20,0.922558605670929,0.2036859393119812,0.0005,0.7911458611488342,0.5333051681518555
