epoch,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.6331914663314819,246.00608825683594,0.00016,0.7952218651771545,236.4499053955078
1,0.6697872281074524,216.38198852539062,0.00016,0.7952218651771545,243.5625
2,0.7217020988464355,188.6370391845703,0.00016,0.7952218651771545,198.64768981933594
3,0.726808488368988,162.915283203125,0.00016,0.7952218651771545,166.93069458007812
4,0.7327659726142883,139.1240692138672,0.00016,0.7952218651771545,137.78794860839844
5,0.7302127480506897,117.15845489501953,0.00016,0.7952218651771545,122.93582153320312
6,0.748085081577301,96.97925567626953,0.00016,0.7952218651771545,98.3170166015625
7,0.7634042501449585,78.9990005493164,0.00016,0.7952218651771545,76.81053161621094
8,0.7634042501449585,62.827911376953125,0.00016,0.7952218651771545,98.29568481445312
9,0.7557446956634521,48.683807373046875,0.00016,0.7952218651771545,92.8428726196289
10,0.758297860622406,36.40208053588867,0.00016,0.7952218651771545,45.37105178833008
11,0.7591489553451538,25.95518684387207,0.00016,0.7952218651771545,32.740379333496094
12,0.7446808218955994,17.41120147705078,0.00016,0.7952218651771545,24.91465950012207
13,0.758297860622406,10.805563926696777,0.00016,0.7952218651771545,16.206422805786133
14,0.7676595449447632,6.037215709686279,0.00016,0.6723549365997314,4.2689619064331055
15,0.7659574747085571,3.08889102935791,0.00016,0.7952218651771545,12.278870582580566
16,0.7591489553451538,2.10280179977417,0.00016,0.7952218651771545,7.442525386810303
17,0.758297860622406,1.8320707082748413,0.00016,0.7952218651771545,16.281152725219727
18,0.7565957307815552,1.6410555839538574,8e-05,0.7952218651771545,18.49138069152832
19,0.7659574747085571,1.4558805227279663,8e-05,0.7952218651771545,4.017497539520264
20,0.7668085098266602,1.2888928651809692,8e-05,0.7952218651771545,4.516484260559082
21,0.747234046459198,1.2539535760879517,8e-05,0.7952218651771545,8.533936500549316
22,0.7753191590309143,1.1236296892166138,8e-05,0.7952218651771545,15.57551383972168
23,0.7880851030349731,1.0057673454284668,4e-05,0.7952218651771545,8.952381134033203
24,0.7982978820800781,0.9397028684616089,4e-05,0.7952218651771545,8.528107643127441
25,0.789787232875824,0.9205530881881714,4e-05,0.7952218651771545,5.120555400848389
26,0.8119149208068848,0.8561156988143921,2e-05,0.7952218651771545,4.000369548797607
27,0.8289361596107483,0.7842714786529541,2e-05,0.7952218651771545,4.910338401794434
28,0.8365957736968994,0.7417271733283997,2e-05,0.7952218651771545,6.040487766265869
29,0.8246808648109436,0.767733097076416,2e-05,0.7952218651771545,6.234191417694092
30,0.8187233805656433,0.7387610077857971,1e-05,0.7952218651771545,3.714285373687744
31,0.8451063632965088,0.6797176599502563,1e-05,0.7952218651771545,3.415309429168701
32,0.8382978439331055,0.6650972366333008,1e-05,0.7952218651771545,4.028975009918213
33,0.8561702370643616,0.6424802541732788,1e-05,0.7952218651771545,4.141410827636719
34,0.8544681072235107,0.6476163268089294,1e-05,0.7952218651771545,5.021146774291992
35,0.8561702370643616,0.6086405515670776,5e-06,0.7952218651771545,4.630151271820068
36,0.8468084931373596,0.6329014301300049,5e-06,0.7952218651771545,2.1888375282287598
37,0.8459574580192566,0.6022460460662842,5e-06,0.2696245610713959,1.1464341878890991
38,0.8519148826599121,0.6010518074035645,5e-06,0.7952218651771545,5.099451065063477
39,0.8536170125007629,0.6013534069061279,5e-06,0.7952218651771545,1.0144115686416626
40,0.8621276617050171,0.5801874399185181,5e-06,0.7952218651771545,2.952859878540039
41,0.8544681072235107,0.592529296875,5e-06,0.7952218651771545,3.0453522205352783
42,0.8553191423416138,0.595150351524353,5e-06,0.7952218651771545,2.392045497894287
43,0.8553191423416138,0.5784612894058228,2.5e-06,0.7952218651771545,2.366807222366333
44,0.8663829565048218,0.5608131289482117,2.5e-06,0.7952218651771545,4.186178684234619
45,0.8442553281784058,0.5713326930999756,2.5e-06,0.3071672320365906,1.291072130203247
46,0.8629786968231201,0.5512272119522095,1.25e-06,0.8156996369361877,0.8506081104278564
47,0.8612765669822693,0.5553445219993591,1.25e-06,0.7952218651771545,3.455889940261841
48,0.8621276617050171,0.5594329833984375,1.25e-06,0.7610921263694763,0.7728944420814514
49,0.8612765669822693,0.5472676753997803,1.25e-06,0.20477814972400665,6.541744709014893
50,0.8527659773826599,0.5718925595283508,1.25e-06,0.20477814972400665,11.445914268493652
51,0.8595744967460632,0.5612802505493164,1.25e-06,0.20477814972400665,3.3143577575683594
52,0.8638297915458679,0.5430399775505066,6.25e-07,0.20477814972400665,5.036178112030029
53,0.8791489601135254,0.5343800187110901,6.25e-07,0.33788394927978516,1.3446948528289795
54,0.864680826663971,0.5439237356185913,6.25e-07,0.8020477890968323,0.7045778036117554
55,0.8544681072235107,0.5506038069725037,6.25e-07,0.8191125988960266,1.1318761110305786
56,0.8595744967460632,0.5464264750480652,6.25e-07,0.6621160507202148,1.068720817565918
57,0.8561702370643616,0.5525121092796326,6.25e-07,0.8020477890968323,0.750830888748169
58,0.8655319213867188,0.553020179271698,3.125e-07,0.29010239243507385,2.6798880100250244
59,0.8663829565048218,0.5518853664398193,3.125e-07,0.34812286496162415,1.9701942205429077
60,0.8561702370643616,0.5579521656036377,3.125e-07,0.20477814972400665,5.293032169342041
61,0.8655319213867188,0.5561942458152771,1.5625e-07,0.23549488186836243,2.842850923538208
62,0.8629786968231201,0.5549148321151733,1.5625e-07,0.44368600845336914,1.3378409147262573
63,0.8604255318641663,0.5544750690460205,1.5625e-07,0.7542662024497986,0.7367025017738342
64,0.8672340512275696,0.557197093963623,7.8125e-08,0.8122866749763489,0.7628012299537659
