epoch,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.877294659614563,0.3271521329879761,0.001,0.8132295608520508,0.45250433683395386
1,0.95652174949646,0.1435912549495697,0.001,0.9182879328727722,0.18335269391536713
2,0.9652174115180969,0.09127740561962128,0.001,0.9610894918441772,0.15576377511024475
3,0.9700483083724976,0.08576872944831848,0.001,0.9610894918441772,0.14947053790092468
4,0.9719806909561157,0.07565075904130936,0.001,0.9610894918441772,0.14513659477233887
5,0.9855072498321533,0.057379014790058136,0.001,0.9610894918441772,0.12606807053089142
6,0.9874396324157715,0.045962244272232056,0.001,0.9688715934753418,0.1201738715171814
7,0.991304337978363,0.0369492843747139,0.001,0.9610894918441772,0.13541178405284882
8,0.9951691031455994,0.028265247121453285,0.001,0.9688715934753418,0.12198735773563385
9,0.9951691031455994,0.022888557985424995,0.001,0.9649805426597595,0.1207384318113327
10,0.9961352944374084,0.018021592870354652,0.001,0.9533073902130127,0.14058013260364532
11,0.9971014261245728,0.0190107561647892,0.001,0.9610894918441772,0.13592277467250824
12,1.0,0.011271589435636997,0.0005,0.9610894918441772,0.13321484625339508
13,1.0,0.01014082320034504,0.0005,0.9610894918441772,0.12547703087329865
14,1.0,0.007924369536340237,0.0005,0.9649805426597595,0.1310795247554779
15,0.9990338087081909,0.010187379084527493,0.0005,0.9649805426597595,0.12065952271223068
16,1.0,0.007169211283326149,0.0005,0.9649805426597595,0.13043993711471558
17,1.0,0.008260085247457027,0.00025,0.9688715934753418,0.12910331785678864
18,1.0,0.006334762554615736,0.00025,0.9649805426597595,0.12883621454238892
19,1.0,0.0050195613875985146,0.00025,0.9649805426597595,0.1312357783317566
20,1.0,0.0052652508020401,0.00025,0.9649805426597595,0.13228073716163635
21,1.0,0.005008705426007509,0.00025,0.9649805426597595,0.12907762825489044
22,0.9990338087081909,0.005893789231777191,0.000125,0.9649805426597595,0.1305580586194992
23,1.0,0.005018751602619886,0.000125,0.9610894918441772,0.13360412418842316
24,1.0,0.004946411121636629,0.000125,0.9610894918441772,0.13336580991744995
25,1.0,0.005145651753991842,0.000125,0.9649805426597595,0.1341577023267746
26,1.0,0.005942187272012234,0.000125,0.9649805426597595,0.13548313081264496
